Country Code,Economy,Income Group,Year,Latitude,Longitude
LVA,Latvia,Upper middle income (UM),2007,"57,017","250,173"
LAO,Lao PDR,Low income (L),2007,"19,595","102,538"
KGZ,Kyrgyz Republic,Low income (L),2007,"41,741","75,043"
KWT,Kuwait,High income (H),2007,"29,396","47,326"
XKX,Kosovo,NA,2007,"42,546","20,921"
KOR,"Korea, Rep.",High income (H),2007,"36,338","128,16"
PRK,"Korea, Dem. Rep.",Low income (L),2007,"39,767","126,389"
KIR,Kiribati,Lower middle income (LM),2007,"2,048","-158,59"
KEN,Kenya,Low income (L),2007,"0,806","38,166"
KAZ,Kazakhstan,Upper middle income (UM),2007,"48,866","69,772"
JOR,Jordan,Lower middle income (LM),2007,"30,681","36,279"
JPN,Japan,High income (H),2007,"35,962","137,855"
JAM,Jamaica,Upper middle income (UM),2007,"18,163","-77,477"
ITA,Italy,High income (H),2007,"443,713","111,084"
ISR,Israel,High income (H),2007,"30,992","34,834"
IMN,Isle of Man,High income (H),2007,"54,234","-4,522"
IRL,Ireland,High income (H),2007,"53,214","-7,588"
IRQ,Iraq,Lower middle income (LM),2007,"33,545","43,278"
IRN,"Iran, Islamic Rep.",Lower middle income (LM),2007,"33,408","540,418"
IDN,Indonesia,Lower middle income (LM),2007,"-0,739","114,045"
IND,India,Lower middle income (LM),2007,"22,741","78,236"
ISL,Iceland,High income (H),2007,"64,826","-18,417"
HUN,Hungary,High income (H),2007,"47,174","19,618"
HKG,"Hong Kong SAR, China",High income (H),2007,"22,436","114,099"
HND,Honduras,Lower middle income (LM),2007,"14,881","-87,123"
HTI,Haiti,Low income (L),2007,"193,175","-724,205"
GUY,Guyana,Lower middle income (LM),2007,"5,17","-58,939"
GNB,Guinea-Bissau,Low income (L),2007,"12,191","-14,475"
GIN,Guinea,Low income (L),2007,"10,599","-10,907"
GTM,Guatemala,Lower middle income (LM),2007,"15,124","-90,711"
GUM,Guam,High income (H),2007,"13,37","144,7"
GRD,Grenada,Upper middle income (UM),2007,"12,107","-61,681"
GRL,Greenland,High income (H),2007,71,-39
GRC,Greece,High income (H),2007,"39,787","21,617"
GIB,Gibraltar,NA,2007,"361,323","-53,478"
GHA,Ghana,Low income (L),2007,"7,258","-1,062"
DEU,Germany,High income (H),2007,"513,819","99,877"
GEO,Georgia,Lower middle income (LM),2007,"42,05","43,576"
GMB,"Gambia, The",Low income (L),2007,"13,499","-14,641"
GAB,Gabon,Upper middle income (UM),2007,"-0,406","11,914"
PYF,French Polynesia,High income (H),2007,"-17,529","-149,53"
FRA,France,High income (H),2007,"46,656","2,543"
FIN,Finland,High income (H),2007,"62,716","26,192"
FJI,Fiji,Upper middle income (UM),2007,"-178,226","177,948"
FRO,Faeroe Islands,High income (H),2007,"62,053","-6,863"
ETH,Ethiopia,Low income (L),2007,"8,435","38,786"
EST,Estonia,High income (H),2007,"58,777","25,977"
ERI,Eritrea,Low income (L),2007,"15,982","38,02"
GNQ,Equatorial Guinea,High income (H),2007,"1,596","10,553"
SLV,El Salvador,Lower middle income (LM),2007,"13,848","-89,229"
EGY,"Egypt, Arab Rep.",Lower middle income (LM),2007,"26,16","28,742"
ECU,Ecuador,Lower middle income (LM),2007,"-1,151","-78,308"
DOM,Dominican Republic,Lower middle income (LM),2007,"19,01","-701,685"
DMA,Dominica,Upper middle income (UM),2007,"15,458","-61,35"
DJI,Djibouti,Lower middle income (LM),2007,"11,41","42,165"
DNK,Denmark,High income (H),2007,"56,113","9,096"
CZE,Czech Republic,High income (H),2007,"49,848","152,812"
CYP,Cyprus,High income (H),2007,"34,894","32,928"
CUW,Curaçao,NA,2007,"12,166",-69
CUB,Cuba,Upper middle income (UM),2007,"20,571","-76,456"
HRV,Croatia,Upper middle income (UM),2007,"45,754","16,385"
CIV,Côte d'Ivoire,Low income (L),2007,"7,497","-5,336"
CRI,Costa Rica,Upper middle income (UM),2007,"10,126","-84,075"
COG,"Congo, Rep.",Lower middle income (LM),2007,"0,509","16,08"
COD,"Congo, Dem. Rep.",Low income (L),2007,"-1,418","23,607"
COM,Comoros,Low income (L),2007,"-11,755","43,342"
COL,Colombia,Lower middle income (LM),2007,"3,794","-73,606"
CHN,China,Lower middle income (LM),2007,"351,753","993,877"
CHL,Chile,Upper middle income (UM),2007,"-23,176","-69,201"
CHI,Channel Islands,High income (H),2007,"49,457","-2,572"
TCD,Chad,Low income (L),2007,"15,981","18,781"
CAF,Central African Republic,Low income (L),2007,"7,043","21,424"
CYM,Cayman Islands,High income (H),2007,"19,331","-81,25"
CAN,Canada,High income (H),2007,"592,067","-1,111,937"
CMR,Cameroon,Lower middle income (LM),2007,"4,4","12,131"
KHM,Cambodia,Low income (L),2007,"12,69","104,444"
CPV,Cabo Verde,Lower middle income (LM),2007,"15,416","-23,36"
BDI,Burundi,Low income (L),2007,"-3,333","29,749"
BFA,Burkina Faso,Low income (L),2007,"12,673","-1,226"
BGR,Bulgaria,Upper middle income (UM),2007,"42,625","24,521"
BRN,Brunei Darussalam,High income (H),2007,"4,452","114,557"
VGB,British Virgin Islands,NA,2007,"18,439","-64,586"
BRA,Brazil,Upper middle income (UM),2007,"-11,694","-48,978"
BWA,Botswana,Upper middle income (UM),2007,"-22,126","23,662"
BIH,Bosnia and Herzegovina,Lower middle income (LM),2007,"44,342","17,804"
BOL,Bolivia,Lower middle income (LM),2007,"-16,71","-65,183"
BTN,Bhutan,Lower middle income (LM),2007,"274,902","902,151"
BMU,Bermuda,High income (H),2007,"32,3","-64,761"
BEN,Benin,Low income (L),2007,"10,478","2,274"
BLZ,Belize,Upper middle income (UM),2007,"17,108","-88,744"
BEL,Belgium,High income (H),2007,"506,745","44,588"
BLR,Belarus,Upper middle income (UM),2007,"533,292","279,492"
BRB,Barbados,High income (H),2007,"13,147","-59,557"
BGD,Bangladesh,Low income (L),2007,"24,598","901,963"
BHR,Bahrain,High income (H),2007,"26,028","50,55"
BHS,"Bahamas, The",High income (H),2007,"24,616","-77,989"
AZE,Azerbaijan,Lower middle income (LM),2007,"40,46","47,883"
AUT,Austria,High income (H),2007,"47,65","14,705"
AUS,Australia,High income (H),2007,"-24,578","133,582"
ABW,Aruba,High income (H),2007,"12,556","-70,024"
ARM,Armenia,Lower middle income (LM),2007,"40,56","44,449"
ARG,Argentina,Upper middle income (UM),2007,"-33,166","-64,31"
ATG,Antigua and Barbuda,High income (H),2007,"17,625","-61,786"
AGO,Angola,Lower middle income (LM),2007,"-12,836","17,808"
AND,Andorra,High income (H),2007,"42,541","1,546"
ASM,American Samoa,Upper middle income (UM),2007,"-14,316","-170,76"
DZA,Algeria,Lower middle income (LM),2007,"286,045","2,64"
ALB,Albania,Lower middle income (LM),2007,"40,654","20,076"
AFG,Afghanistan,Low income (L),2007,"34,023","655,267"
ZWE,Zimbabwe,Low income (L),2008,"-19,098","30,047"
ZMB,Zambia,Low income (L),2008,"-15,13","25,268"
YEM,"Yemen, Rep.",Low income (L),2008,"15,569","47,793"
PSE,West Bank and Gaza,Lower middle income (LM),2008,"32,097","35,26"
VIR,Virgin Islands (U.S.),High income (H),2008,"17,74","-64,8"
VNM,Vietnam,Low income (L),2008,"21,75","105,373"
VEN,"Venezuela, RB",Upper middle income (UM),2008,"6,983","-64,588"
VUT,Vanuatu,Lower middle income (LM),2008,"-15,339","166,89"
UZB,Uzbekistan,Low income (L),2008,"41,757","63,958"
URY,Uruguay,Upper middle income (UM),2008,"-32,948","-56,249"
USA,United States,High income (H),2008,"400,792","-988,164"
GBR,United Kingdom,High income (H),2008,"52,289","-1,259"
ARE,United Arab Emirates,High income (H),2008,"239,299","539,031"
UKR,Ukraine,Lower middle income (LM),2008,"49,364","32,132"
UGA,Uganda,Low income (L),2008,"19,392","327,415"
TUV,Tuvalu,NA,2008,"-7,48","178,68"
TCA,Turks and Caicos Islands,NA,2008,"21,816","-71,799"
TKM,Turkmenistan,Lower middle income (LM),2008,"39,584","59,597"
TUR,Turkey,Upper middle income (UM),2008,"39,144","34,188"
TUN,Tunisia,Lower middle income (LM),2008,"35,594","9,421"
TTO,Trinidad and Tobago,High income (H),2008,"10,448","-61,257"
TON,Tonga,Lower middle income (LM),2008,"-21,167","-175,19"
TGO,Togo,Low income (L),2008,"7,7","1,106"
TLS,Timor-Leste,Lower middle income (LM),2008,"-8,856","125,556"
THA,Thailand,Lower middle income (LM),2008,"15,688","100,845"
TZA,Tanzania,Low income (L),2008,"-5,651","34,146"
TJK,Tajikistan,Low income (L),2008,"38,367","72,597"
TWN,"Taiwan, China",High income (H),2008,"23,513","120,797"
SYR,Syrian Arab Republic,Lower middle income (LM),2008,"35,303","38,322"
CHE,Switzerland,High income (H),2008,"467,794","80,329"
SWE,Sweden,High income (H),2008,"662,188",19
SWZ,Swaziland,Lower middle income (LM),2008,"-26,596","31,47"
SUR,Suriname,Upper middle income (UM),2008,"4,248","-55,848"
SDN,Sudan,Lower middle income (LM),2008,"15,739","29,533"
VCT,St. Vincent and the Grenadines,Upper middle income (UM),2008,"13,234","-61,202"
MAF,St. Martin (French part),NA,2008,"18,081","-63,046"
LCA,St. Lucia,Upper middle income (UM),2008,"13,865","-60,98"
KNA,St. Kitts and Nevis,Upper middle income (UM),2008,"17,147","-62,58"
LKA,Sri Lanka,Lower middle income (LM),2008,"7,3","80,727"
ESP,Spain,High income (H),2008,"40,617","-3,388"
SSD,South Sudan,NA,2008,"7,1","30,48"
ZAF,South Africa,Upper middle income (UM),2008,"-31,7","23,441"
SOM,Somalia,Low income (L),2008,"2,875","43,446"
SLB,Solomon Islands,Lower middle income (LM),2008,"-9,611","160,19"
SVN,Slovenia,High income (H),2008,"46,037","14,534"
SVK,Slovak Republic,High income (H),2008,"488,595","194,434"
SXM,Sint Maarten (Dutch part),NA,2008,"18,041","-63,066"
SGP,Singapore,High income (H),2008,"1,364","103,81"
SLE,Sierra Leone,Low income (L),2008,"8,677","-11,779"
SYC,Seychelles,Upper middle income (UM),2008,"-4,627","55,461"
SRB,Serbia,Upper middle income (UM),2008,"44,021","20,699"
SEN,Senegal,Low income (L),2008,"15,044","-15,081"
SAU,Saudi Arabia,High income (H),2008,"24,191","44,32"
STP,São Tomé and Principe,Lower middle income (LM),2008,"0,233","6,589"
SMR,San Marino,High income (H),2008,"43,934","12,454"
WSM,Samoa,Lower middle income (LM),2008,"-13,625","-172,42"
RWA,Rwanda,Low income (L),2008,"-1,887","29,904"
RUS,Russian Federation,Upper middle income (UM),2008,"64,736","104,062"
ROU,Romania,Upper middle income (UM),2008,"45,933","25,119"
QAT,Qatar,High income (H),2008,"25,168","51,17"
PRI,Puerto Rico,High income (H),2008,"18,242","-66,643"
PRT,Portugal,High income (H),2008,"40,957","-79,373"
POL,Poland,Upper middle income (UM),2008,"52,442","19,72"
PHL,Philippines,Lower middle income (LM),2008,"17,181","121,256"
PER,Peru,Upper middle income (UM),2008,"-12,664","-72,98"
PRY,Paraguay,Lower middle income (LM),2008,"-23,266","-58,409"
PNG,Papua New Guinea,Lower middle income (LM),2008,"-5,636","142,798"
PAN,Panama,Upper middle income (UM),2008,"8,348","-81,005"
PLW,Palau,Upper middle income (UM),2008,"7,473","134,549"
PAK,Pakistan,Lower middle income (LM),2008,"281,854","666,429"
OMN,Oman,High income (H),2008,"19,85","56,25"
NOR,Norway,High income (H),2008,"613,701","93,031"
MNP,Northern Mariana Islands,High income (H),2008,"15,18","145,72"
NGA,Nigeria,Lower middle income (LM),2008,"93,417","7,678"
NER,Niger,Low income (L),2008,"16,996","9,915"
NIC,Nicaragua,Lower middle income (LM),2008,"12,692","-85,03"
NZL,New Zealand,High income (H),2008,"-42,558","172,377"
NCL,New Caledonia,High income (H),2008,"-21,02","165,062"
NLD,Netherlands,High income (H),2008,"521,704","50,102"
NPL,Nepal,Low income (L),2008,"282,114","835,608"
NRU,Nauru,NA,2008,"-0,519","166,932"
NAM,Namibia,Upper middle income (UM),2008,"-21,276","17,219"
MMR,Myanmar,Low income (L),2008,"21,841","96,05"
MOZ,Mozambique,Low income (L),2008,"-13,852","38,042"
MAR,Morocco,Lower middle income (LM),2008,"31,129","-7,355"
MNE,Montenegro,Upper middle income (UM),2008,"42,857","19,096"
MNG,Mongolia,Lower middle income (LM),2008,"46,516","102,564"
MCO,Monaco,High income (H),2008,"43,733","7,416"
MDA,Moldova,Lower middle income (LM),2008,"47,524","28,444"
FSM,"Micronesia, Fed. Sts.",Lower middle income (LM),2008,"7,531","150,457"
MEX,Mexico,Upper middle income (UM),2008,"22,925","-101,68"
MUS,Mauritius,Upper middle income (UM),2008,"-20,323","57,518"
MRT,Mauritania,Low income (L),2008,"19,413","-106,528"
MHL,Marshall Islands,Lower middle income (LM),2008,"5,961","169,651"
MLT,Malta,High income (H),2008,"35,884","14,446"
MLI,Mali,Low income (L),2008,"18,211","-2,209"
MDV,Maldives,Lower middle income (LM),2008,"4,221","73,463"
MYS,Malaysia,Upper middle income (UM),2008,"4,416","102,099"
MWI,Malawi,Low income (L),2008,"-13,258","33,723"
MDG,Madagascar,Low income (L),2008,"-19,615","46,645"
MKD,"Macedonia, FYR",Upper middle income (UM),2008,"41,636","21,676"
MAC,"Macao SAR, China",High income (H),2008,"22,132","113,558"
LUX,Luxembourg,High income (H),2008,"49,671","6,113"
LTU,Lithuania,Upper middle income (UM),2008,"55,342","24,23"
LIE,Liechtenstein,High income (H),2008,"47,105","9,556"
LBY,Libya,Upper middle income (UM),2008,"27,24","17,571"
LBR,Liberia,Low income (L),2008,"6,51","-9,33"
LSO,Lesotho,Lower middle income (LM),2008,"-29,446","28,371"
LBN,Lebanon,Upper middle income (UM),2008,"34,161","36,021"
LVA,Latvia,Upper middle income (UM),2008,"57,017","250,173"
LAO,Lao PDR,Low income (L),2008,"19,595","102,538"
KGZ,Kyrgyz Republic,Low income (L),2008,"41,741","75,043"
KWT,Kuwait,High income (H),2008,"29,396","47,326"
XKX,Kosovo,Lower middle income (LM),2008,"42,546","20,921"
KOR,"Korea, Rep.",High income (H),2008,"36,338","128,16"
PRK,"Korea, Dem. Rep.",Low income (L),2008,"39,767","126,389"
KIR,Kiribati,Lower middle income (LM),2008,"2,048","-158,59"
KEN,Kenya,Low income (L),2008,"0,806","38,166"
KAZ,Kazakhstan,Upper middle income (UM),2008,"48,866","69,772"
JOR,Jordan,Lower middle income (LM),2008,"30,681","36,279"
JPN,Japan,High income (H),2008,"35,962","137,855"
JAM,Jamaica,Upper middle income (UM),2008,"18,163","-77,477"
ITA,Italy,High income (H),2008,"443,713","111,084"
ISR,Israel,High income (H),2008,"30,992","34,834"
IMN,Isle of Man,High income (H),2008,"54,234","-4,522"
IRL,Ireland,High income (H),2008,"53,214","-7,588"
IRQ,Iraq,Lower middle income (LM),2008,"33,545","43,278"
IRN,"Iran, Islamic Rep.",Lower middle income (LM),2008,"33,408","540,418"
IDN,Indonesia,Lower middle income (LM),2008,"-0,739","114,045"
IND,India,Lower middle income (LM),2008,"22,741","78,236"
ISL,Iceland,High income (H),2008,"64,826","-18,417"
HUN,Hungary,High income (H),2008,"47,174","19,618"
HKG,"Hong Kong SAR, China",High income (H),2008,"22,436","114,099"
HND,Honduras,Lower middle income (LM),2008,"14,881","-87,123"
HTI,Haiti,Low income (L),2008,"193,175","-724,205"
GUY,Guyana,Lower middle income (LM),2008,"5,17","-58,939"
GNB,Guinea-Bissau,Low income (L),2008,"12,191","-14,475"
GIN,Guinea,Low income (L),2008,"10,599","-10,907"
GTM,Guatemala,Lower middle income (LM),2008,"15,124","-90,711"
GUM,Guam,High income (H),2008,"13,37","144,7"
GRD,Grenada,Upper middle income (UM),2008,"12,107","-61,681"
GRL,Greenland,High income (H),2008,71,-39
GRC,Greece,High income (H),2008,"39,787","21,617"
GIB,Gibraltar,NA,2008,"361,323","-53,478"
GHA,Ghana,Low income (L),2008,"7,258","-1,062"
DEU,Germany,High income (H),2008,"513,819","99,877"
GEO,Georgia,Lower middle income (LM),2008,"42,05","43,576"
GMB,"Gambia, The",Low income (L),2008,"13,499","-14,641"
GAB,Gabon,Upper middle income (UM),2008,"-0,406","11,914"
PYF,French Polynesia,High income (H),2008,"-17,529","-149,53"
FRA,France,High income (H),2008,"46,656","2,543"
FIN,Finland,High income (H),2008,"62,716","26,192"
FJI,Fiji,Upper middle income (UM),2008,"-178,226","177,948"
FRO,Faeroe Islands,High income (H),2008,"62,053","-6,863"
ETH,Ethiopia,Low income (L),2008,"8,435","38,786"
EST,Estonia,High income (H),2008,"58,777","25,977"
ERI,Eritrea,Low income (L),2008,"15,982","38,02"
GNQ,Equatorial Guinea,High income (H),2008,"1,596","10,553"
SLV,El Salvador,Lower middle income (LM),2008,"13,848","-89,229"
EGY,"Egypt, Arab Rep.",Lower middle income (LM),2008,"26,16","28,742"
ECU,Ecuador,Lower middle income (LM),2008,"-1,151","-78,308"
DOM,Dominican Republic,Upper middle income (UM),2008,"19,01","-701,685"
DMA,Dominica,Upper middle income (UM),2008,"15,458","-61,35"
DJI,Djibouti,Lower middle income (LM),2008,"11,41","42,165"
DNK,Denmark,High income (H),2008,"56,113","9,096"
CZE,Czech Republic,High income (H),2008,"49,848","152,812"
CYP,Cyprus,High income (H),2008,"34,894","32,928"
CUW,Curaçao,NA,2008,"12,166",-69
CUB,Cuba,Upper middle income (UM),2008,"20,571","-76,456"
HRV,Croatia,High income (H),2008,"45,754","16,385"
CIV,Côte d'Ivoire,Lower middle income (LM),2008,"7,497","-5,336"
CRI,Costa Rica,Upper middle income (UM),2008,"10,126","-84,075"
COG,"Congo, Rep.",Lower middle income (LM),2008,"0,509","16,08"
COD,"Congo, Dem. Rep.",Low income (L),2008,"-1,418","23,607"
COM,Comoros,Low income (L),2008,"-11,755","43,342"
COL,Colombia,Upper middle income (UM),2008,"3,794","-73,606"
CHN,China,Lower middle income (LM),2008,"351,753","993,877"
CHL,Chile,Upper middle income (UM),2008,"-23,176","-69,201"
CHI,Channel Islands,High income (H),2008,"49,457","-2,572"
TCD,Chad,Low income (L),2008,"15,981","18,781"
CAF,Central African Republic,Low income (L),2008,"7,043","21,424"
CYM,Cayman Islands,High income (H),2008,"19,331","-81,25"
CAN,Canada,High income (H),2008,"592,067","-1,111,937"
CMR,Cameroon,Lower middle income (LM),2008,"4,4","12,131"
KHM,Cambodia,Low income (L),2008,"12,69","104,444"
CPV,Cabo Verde,Lower middle income (LM),2008,"15,416","-23,36"
BDI,Burundi,Low income (L),2008,"-3,333","29,749"
BFA,Burkina Faso,Low income (L),2008,"12,673","-1,226"
BGR,Bulgaria,Upper middle income (UM),2008,"42,625","24,521"
BRN,Brunei Darussalam,High income (H),2008,"4,452","114,557"
VGB,British Virgin Islands,NA,2008,"18,439","-64,586"
BRA,Brazil,Upper middle income (UM),2008,"-11,694","-48,978"
BWA,Botswana,Upper middle income (UM),2008,"-22,126","23,662"
BIH,Bosnia and Herzegovina,Upper middle income (UM),2008,"44,342","17,804"
BOL,Bolivia,Lower middle income (LM),2008,"-16,71","-65,183"
BTN,Bhutan,Lower middle income (LM),2008,"274,902","902,151"
BMU,Bermuda,High income (H),2008,"32,3","-64,761"
BEN,Benin,Low income (L),2008,"10,478","2,274"
BLZ,Belize,Lower middle income (LM),2008,"17,108","-88,744"
BEL,Belgium,High income (H),2008,"506,745","44,588"
BLR,Belarus,Upper middle income (UM),2008,"533,292","279,492"
BRB,Barbados,High income (H),2008,"13,147","-59,557"
BGD,Bangladesh,Low income (L),2008,"24,598","901,963"
BHR,Bahrain,High income (H),2008,"26,028","50,55"
BHS,"Bahamas, The",High income (H),2008,"24,616","-77,989"
AZE,Azerbaijan,Lower middle income (LM),2008,"40,46","47,883"
AUT,Austria,High income (H),2008,"47,65","14,705"
AUS,Australia,High income (H),2008,"-24,578","133,582"
ABW,Aruba,High income (H),2008,"12,556","-70,024"
ARM,Armenia,Lower middle income (LM),2008,"40,56","44,449"
ARG,Argentina,Upper middle income (UM),2008,"-33,166","-64,31"
ATG,Antigua and Barbuda,High income (H),2008,"17,625","-61,786"
AGO,Angola,Lower middle income (LM),2008,"-12,836","17,808"
AND,Andorra,High income (H),2008,"42,541","1,546"
ASM,American Samoa,Upper middle income (UM),2008,"-14,316","-170,76"
DZA,Algeria,Upper middle income (UM),2008,"286,045","2,64"
ALB,Albania,Lower middle income (LM),2008,"40,654","20,076"
AFG,Afghanistan,Low income (L),2008,"34,023","655,267"
ZWE,Zimbabwe,Low income (L),2009,"-19,098","30,047"
ZMB,Zambia,Low income (L),2009,"-15,13","25,268"
YEM,"Yemen, Rep.",Lower middle income (LM),2009,"15,569","47,793"
PSE,West Bank and Gaza,Lower middle income (LM),2009,"32,097","35,26"
VIR,Virgin Islands (U.S.),High income (H),2009,"17,74","-64,8"
VNM,Vietnam,Lower middle income (LM),2009,"21,75","105,373"
VEN,"Venezuela, RB",Upper middle income (UM),2009,"6,983","-64,588"
VUT,Vanuatu,Lower middle income (LM),2009,"-15,339","166,89"
UZB,Uzbekistan,Lower middle income (LM),2009,"41,757","63,958"
URY,Uruguay,Upper middle income (UM),2009,"-32,948","-56,249"
USA,United States,High income (H),2009,"400,792","-988,164"
GBR,United Kingdom,High income (H),2009,"52,289","-1,259"
ARE,United Arab Emirates,High income (H),2009,"239,299","539,031"
UKR,Ukraine,Lower middle income (LM),2009,"49,364","32,132"
UGA,Uganda,Low income (L),2009,"19,392","327,415"
TUV,Tuvalu,Lower middle income (LM),2009,"-7,48","178,68"
